Location_Name,Located_City,Location,Location_Type,User_ID,User_Location,User_Locale,User_Contributions,Travel_Date,Published_Date,Rating,Helpful_Votes,Title,Text
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1666,"Elstree, United Kingdom",en_US,37,2018-07,2018-07-02T07:21:50-04:00,3,0,An okay walk,"Its a pretty dirty and unkept beach. You wouldnt really lie on it and spend the day there. Cant swim in the water (although some people were when there were red flags) I would head to a bar looking over it and can watch the sunset there
"
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1667,"Sydney, Australia",en_us,3,2018-06,2018-06-27T08:25:47-04:00,5,0,Soft Clean and beautiful,"The beach is long, water is rough, the people are good, hawkers have a lot of nice things, food on beach is edible and life is good"
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1668,"Gloucester, United Kingdom",en_US,70,2017-10,2018-06-25T11:10:12-04:00,1,0,  ,"Visited on our last day and glad we didnt spend too much time here. Considering how beautiful the Sri Lankan beaches are, this is one to miss. Beach was dirty and quite heavily littered. "
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1669,"Doha, Qatar",en_US,274,2018-09,2018-09-15T12:51:21-04:00,4,0,Nice and clean beach,"I like this beach 
Very clean and big 
Many sport activities
Many nice hotels around 
Near to the airport 
"
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1670,New Zealand,en_US,51,2018-08,2018-09-11T00:50:15-04:00,3,0,First beach of Sri Lanka ,"I guess if you have an island with a population of 23 million, and a large chunk of that population is living around Colombo/Negombo, the chance of a pristine beach is almost nil. There was a large swell in the ocean which made swimming unsafe while we were there, plus a large amount of rubbish was washing up, so Im not sure how safe the swimming would be. 
But its still an enjoyable walk. Small beach food stalls are there with good street food, and the locals poured down to fly kites and dip themselves in the water. There are way better beaches in Sri Lanka ( Mirissa comes to mind ), but its a good intro into the beach culture in this area."
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1671,"Kuala Lumpur, Malaysia",en_US,111,2018-08,2018-09-08T19:40:16-04:00,4,1,Closest beach to airport.,"I would only stay here if I was wanting to chill out for a night or two before making a quick exit to the airport. Or a couple nights on arrival to unwind before continueing to the better beaches further south. This is a city beach, so 'what to do'! "
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1672,New Zealand,en_US,28,2018-08,2018-09-07T19:56:48-04:00,2,0,Plastic nightmare,Beach is littered with plastic mostly dropped by locals. Even picking it up doesnt help as theres nowhere to put it. Not particularly nice beach. Some pleasant restaurants around but no nice beach view or atmosphere.
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1673,"Cardiff, United Kingdom",en_gb,44,2018-08,2018-09-04T00:27:10-04:00,3,1,Big beach. Nice tpwn,This is a big beach close to the town of Negombo with a big selection of really good eating places and a nice little town. Great to visit if youre staying in Negombo for an airport shuttle. Unsure what else there is to do here as we didnt have time to explore. The sea looked quite rough; it was following storms but quite a steeply shelved beach and not sure if safe for bathing. But nice for a wander and perfectly positioned to watch a good sunset. 
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 23,"Lancashire, United Kingdom",en_US,116,2018-09,2018-09-03T08:30:33-04:00,2,0,Nothing to note,"Stopped around the northern end, near the Jetway hotels, the beach is ok I wouldnt say its the prettiest beach and litter is a problem.
I wouldnt go out of my way to come here but as its so close to the airport I guess a lot do, me included.
We spent a few hours on a Sunday late afternoon into the evening, the best part of the beach was the multitude of locals flying kites from small ones to huge dragon like trailing kites of all different shapes and colours.
There are the usual beach Hawkers, but not too insistent."
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1674,"Stourbridge, United Kingdom",en_US,82,2018-09,2018-09-03T02:18:08-04:00,2,0,"Not clean, not wide",Negambo beach is not a wide beach as the beach in many  other parts of Sri Lanka. Unfortunately due to the visitors and people living close by its dirty as well. A few areas are maintained well by the hotels close to it.
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1675,"Aylesbury, United Kingdom",en_UK,38,2018-08,2018-09-02T00:31:08-04:00,4,0,Surprisingly better than we expected,"Unlike many reviews on here, our experience was of a very clean beachfront.

Potentially this could be down to what side of the beach you are, but we stayed at the Jetwing Beach hotel and the beach just off the hotel was lovely and clean. 

It was also very quiet which we liked as it gave us time to walk along the beach in peace.

There was some sort of beach gathering further down which we went to see with fun fair rides and stalls which was also lovely to see but I am glad our area was a bit further away so not to have too many people there.

The water is very choppy and rough so we couldn't go into the water but luckily this wasn't our aim so it didn't really impact our day.

I would recommend a stroll along this beach but worth noting that the water is rough and not the most blue."
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1676,"Auckland Central, New Zealand",en_US,53,2018-08,2018-08-30T08:23:16-04:00,2,0,Hey clean up the beach!!,A coast with potential but not until someone takes the bull by the horns and organises some weekly beach cleanups!!!
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1677,"Kuwait City, Kuwait",en_US,50,2018-08,2018-08-29T09:29:32-04:00,3,0,Normal beach,"The water not clear, i did not swim. but it s nice to walk, it s full of local people wish is nice to see !"
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1678,"Belfast, United Kingdom",en_UK,27,2018-08,2018-08-29T05:53:00-04:00,3,1,Good beach if left alone,"Negombo beach gets a lot of unfair comparisons to the other beaches along the west coast of the island. I heard a lot of complaints about pollution and cleanliness. However, I was pleasantly surprised at the condition of the beach - clean, long empty beaches right at the door step of the hotels.

I said empty above but this was in reference to actual beach goers... If you're brave enough to risk a venture onto the beach you will be hounded by local sellers within seconds. In my experience they don't take no for an answer and they come in their droves to prey on anyone foolish enough to dander onto the beach.

The beach could be good but you won't have time to actually enjoy it unfortunately."
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1679,"Melbourne, Australia",en_AU,107,2018-05,2018-08-27T18:51:49-04:00,2,1,Stay By Your Hotel Pool,"This could be a beautiful beach but currently, this is not a relaxing way to spend your downtime. Needs a serious cleanup. Stay at your hotel pool and enjoy some tranquillity as down on this beach you will be pestered by salespeople wanting to sell you tacky souvenirs (okay I might have been talked into a batik style bed covering - which I do actually love I must confess). The theft was a bit of a problem here too. A friend had his expensive orthotic thongs stolen off the beach. I loved Negombo but I would stay off the beach."
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1680,"Kyoto, Japan",en_US,51,2018-08,2018-08-27T01:25:05-04:00,2,0,Don't bother,Just had a quick stroll along a short part of the beach and that was enough. Quite dirty and litter strewn.On the plus side there quite a few restaurants/bars there but steer clear of the beach.
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1681,"Chorley, United Kingdom",en_US,50,2018-08,2018-08-23T12:41:40-04:00,2,0,Dirty and Rough,"We visited in August and the sea was very rough as it is at this time of the year. The beach is dirty with the odd hotel scattered between shanty building.

Negombo is good for a stop over after a flight, however only stay for one night. There is not much else worth seeing here and there are much nicer beaches. "
Negombo Beach,Negombo,"Negombo, Western Province",Beaches,User 1682,"Southampton, United Kingdom",en_UK,44,2018-08,2018-08-20T10:07:20-04:00,1,0,Last days in country,"Beach is a mess and strewn with litter so in our view not worth visiting. There are a variety of local bars and cafes along the main road, those we tried were ok."
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1683,"Manama, Bahrain",en_UK,57,2023-04,2023-04-29T07:49:06-04:00,5,0,Lovely unspoilt beach,We stayed at the Moon Isle Beach Bungalows on the beach and it was simply stunning. Gorgeous sea and lovely sand that was not too spoilt by the typical litter of the region
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1684,"London, United Kingdom",en_US,4,2022-03,2022-04-18T05:25:13-04:00,5,0,Outstanding Beachfront Hotel,"Beautiful hotel, I had a sea view cottage and was made so welcome here the food is amazing and you are so well looked after. The manager is always at breakfast greeting you and always checking if all is good with you in the evening, long hours! Everyone was super  friendly, they have an amazing pool, the beach is perfection and the Hotel is very well maintained, because it is well run. All the grounds are maintained and picture perfect.

Nilaveli Crab dinner at the beach bar was sublime.

They have a shuttle bus that got me safely back to the international airport at a good price, thank you.

You can book diving, I think they are about to in house a dive school which would be even better."
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1685,"London, United Kingdom",en_US,11,2020-08,2020-08-30T07:28:38-04:00,5,1,Laid back vibe,"Beautiful beach, white sand, stretches as far as the eye can see, fishermen bringing in the daily catch, shallow calm water.  A liytle.corner of paradise!!!  Beware of the argumentative black dogs though!"
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1235,"Muscat Governorate, Oman",en_IN,232,2020-02,2020-04-11T08:20:27-04:00,4,1,"Nilaveli
????????
????????","Scenic sandy beach featuring clear water with coral & marine life & boats to Pigeon Island.
Quite, amazing and very clean beach"
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1686,Poland in Europe,en_US,16,2019-09,2020-02-11T22:21:08-05:00,5,0,Best beach on East Coast of Sri Lanka,"Clean beach with many palm trees, good restaurant and close to Pigeon Island where you can admire beautiful reefs. Highly recomend"
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1687,"Stratford-upon-Avon, United Kingdom",en_UK,67,2020-02,2020-02-07T02:27:55-05:00,3,1,Nilaveli Beach off-season reviewed,"This is a long beach some 8km long. Roughly in the middle there is a little grid of roads that stretch from the main road to the beach, with a number of restaurants and guesthouses. Most Sri Lankan visitors swim here and there is a 400m or so clean stretch of sand with lifeguards. South (towards Trinco) of this stretch there is a bit of plastic litter on the beach.This worsens after about 1km to the extent that you wouldn't want to walk further let alone swim. You can't directly walk North along the beach as there is a naval training facility. Beyond that there is a short decent stretch of sand in front of a couple of smart hotels (there is also a ticket booth for Pigeon Island here.) Further North the beach is pretty filthy. I would guess things would be better in-season as more hotels would make more of an effort and, I'm guessing, the prevailing winds might be from a better direction.

All along the beach the shore shelves in gently so its shallow a long way out and the waves aren't too big."
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1688,DK,da,25,2019-12,2019-12-24T16:34:42-05:00,2,0,Plastic plastic plastic,"Like other places plastic is a problem.
Beach in front of hotel is public and almost clean.
Wild dogs and cows may be on the beach.
"
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1689,"Auckland, New Zealand",en_US,11,2019-08,2019-09-14T23:05:30-04:00,4,0,Great Beach,"This was a lovely beach and you could swim at any time of the day. The beach itself was really clean with no rubbish and the water was clean and resfreshing.
The town had everything you would need and was an interesting place however this is the only place in Sri Lanka where we saw rubbish on the side of the roads and in the housing areas
Karen M"
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1690,Stanmore,en_US,70,2019-08,2019-08-26T16:53:50-04:00,2,1,Filthy ,"Oh my gosh, plastic everywhere along this beach ??, cows poo ?? everywhere and buses driving fast down the small roads leading to the beach. 
Reconsider to look for a cleaner place "
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1691,"Guildford, United Kingdom",en_US,17,2019-08,2019-08-20T00:56:47-04:00,3,2,There are many access points  choose wisely!,"The beach is long and there are many places to get onto it. There is one access point north of the Navy station. Its lovely, very European but has no shade (unless youre staying at the Anilana or Nilaveli beach hotel). The public beach just south of the Navy place is where the boats go to Pigeon island from. It has lifeguards so its good for those unable to swim. Muslims would feel comfortable here as many bathe in clothing. there is a café called mamma Mia that has lounger platforms for free. 
Further south from this beach the water doesnt smell so strongly of diesel fumes from the outboard motors. You can walk for 4 kilometres walk down to bliss bay hotel at the far end. There are a few cafés along the beach. "
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1692,"Paris, France",fr,63,2019-08,2019-08-07T20:07:13-04:00,5,0,Nice and clean sandy beach,"We stayed 4 nights to rest in a resort right on the beach. The beach is very wide, clean and sea was easily swimmable.
Super place to rest!"
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1693,"Skawina, Poland",pl_PL,7,2019-07,2019-07-26T18:30:16-04:00,5,0,Family sunbath,"Wide beach .long.excellent for children,if you want you dont have use watershoes,its safety and clean,a lot of bogata parking her? do you can go for a trip"
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1694,"Ljubljana, Slovenia",en_US,77,2019-07,2019-07-14T02:51:05-04:00,3,0,Nice but full of dogs,On the beach there were free huts with shadows to rest and the beach was clean. But there were a lot of dogs begging for food as soon as you opened a bag of snacks. There were also a lot of boats driving people to the Pigeon island.
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1695,"Adelaide, Australia",en_US,29,2019-07,2019-07-12T07:53:50-04:00,5,0,Beautiful beach ,Gorgeous beach.  Clean and warm water.  A very large drag between sandbanks so take care but once past the waves it is a. Delight to float.  Very shallow water you can go out a long way. 
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1549,"Valence, France",en_US,85,2019-06,2019-07-06T12:05:20-04:00,5,0,Very clean beach,The beach is only 20 minutes away from Trincomalee and it is way cleaner and better for diving. Less restaurants and hotels but very calm and not at all busy.
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1696,"Dublin, Ireland",en_US,5,2019-04,2019-05-20T12:24:28-04:00,5,0,Amazing calm beach,Beautiful beach. We spend 1 week at the end of our holiday and it was amazing. clean beach and calm sea. Was perfect for us with our 2 small kids. The beach is not steep and no big waves. So perfect choise for familys
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1697,"Saranda, Albania",en_US,61,2019-04,2019-04-29T21:14:06-04:00,5,1,Just lovely ,"Weve spent a month in Sri Lanka and this is by far the best beach we visited. Clean, quiet and great for swimming. There are many places to stay but we highly recommend Bella Nilaveli. "
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 668,"Dubai, United Arab Emirates",en_US,38,2019-04,2019-04-14T04:09:53-04:00,5,0,Quiet beach,"Beautiful beach, with calm waters, perfect for families, long walkings and relax. From there you take the boats to Pigeon Island. "
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1698,"Manchester, United Kingdom",en_US,32,2019-04,2019-04-08T07:32:21-04:00,4,1,"Beautiful beach, shame about the ribbjsh","As mentioned in other comments, this beach is beautiful with crystal waters but apart from the flagged section, it is covered in plastic. We went to watch the sunrise and spent most of our time collecting rubbish but theres a heck of a lot to clean up."
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1699,"Warsaw, Poland",en_US,8,2019-03,2019-03-26T23:00:09-04:00,2,0,Covered with garbage,"The beach would be a lovely place but except a few cleaned hotel/restaurant beach stretches, unfortunately it is covered with garbage."
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1700,"Liverpool, United Kingdom",en_US,3,2019-03,2019-03-26T01:12:06-04:00,5,0,Two Thumps up!,"The beach is one of the uncrowded beaches weve ever visited. We are very lucky to spend our fifth anniversary with my wife at the Nilaveli Beach. From the crystal water, the white sand and breathtaking view... Everything is just perfect!"
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1701,"McLean, Virginia",en_US,7,2019-03,2019-03-18T18:19:28-04:00,4,0,Good uncrowded beach,"Beige sand, ultra clear water (depending on wind/currents), not much trash during high season, place to catch a boat to Pigeon Island for amazing snorkeling (it cost 5,000 in March 2019: 4,000 govt entry fee / 1,000 boatman.  "
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1702,Surrey,en_UK,133,2019-02,2019-03-03T23:21:58-05:00,5,1,Beautiful beach,"Beach is huge and clean and slopes gently so it is safe for swimming when the waves are not too high. This is apparently March to October, though we swam three days out of four in the warm water in February. Military establishment mid way splits the beach into two halves since you cannot cross."
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1703,"Canggu, Indonesia",nl,35,2019-02,2019-02-20T23:38:02-05:00,4,0,Nice beach,"Quit beach, some parts are beautiful but unfortunately also pieces where a lot of junk including a lot of plastic is washed up. We stayed at Memos Beach Cabana who is cleaning the beach everyday "
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 806,Wirral,en_US,170,2019-01,2019-02-08T01:27:46-05:00,5,0,Stay By Hotels,The beach is lovely and clean by the hotels but there is quite a bit of rubbish once you walk away from the hotels beach front. We went in January which apparently is the off season for here so very few people on beach. Dont know why its classed as off season as it was 32 degrees for the 3 days we were there and no rain at all.
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1704,"Toronto, Canada",en_CA,11,2019-01,2019-02-01T03:01:33-05:00,5,1,Amazing beach,The beach was amazing even though it was abit rough. Still can walk in and the water is not as deep.
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1705,New York,en_US,59,2018-09,2018-10-18T00:51:19-04:00,5,1,Beautiful and mostly untouched,This seemed to me like the favorite beach for local families. You may not be completely comfortable in a skimpy swimsuit around the many families and children with women going in the water totally covered. Beautiful and natural beach without the resorts and restaurants. Very peaceful!
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1706,"Nijmegen, The Netherlands",nl,11,2018-09,2018-09-26T07:56:32-04:00,5,1,Lovely quiet beach,The beach of Nilaveli is unspoiled and wide. There arent many hotels and no vendors selling useless stuff on the beach. This is the perfect place where you want to relax a day or two. Be carefull the sand gets hot hot hot. 
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1707,"London, United Kingdom",en_UK,87,2018-09,2018-09-18T08:10:22-04:00,5,1,Lovely beach,Lovely pretty beach with nice soft sand. Locals and tourists alike use the beach. Quite a few stray dogs but nice ones and cut puppies! Sea is nice for swimming in though there are a few jelly fish to be aware of! There are a few bars on the beach but not many at all. I would definitely recommend getting a hotel that is on the beach or bringing your our parosol if you're not on the beach as there is little/no shade!
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1708,"Glen Waverley, Australia",en_UK,156,2018-09,2018-09-12T18:53:02-04:00,5,2,Magnificent and crystal clear to miles.,One of the most beautiful beaches I ever visited. Golden sand and blue waters combination make you jump in to a dip as soon as you see the beach. plenty of eateries and souvenir shops around. Always crowded as this is famous with foreigners and locals alike. must visit place in the eastern Sri Lanka as it is only half an hour drive from Trincomalee.
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1709,"Romsey, United Kingdom",en_US,19,2018-08,2018-09-03T06:38:28-04:00,5,1,Beautiful beaxh,Uncrowded beach - beautiful weather. Quite a choppy sea but fun to swim in. Highly recommended. We stayed at nearby Nilaveli beach hotel
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1710,Devonport,en_AU,166,2018-08,2018-08-29T18:31:16-04:00,4,0,Great for a swim,"We visited the beach before breakfast each morning and had it to ourselves, we also visited around 5pm each afternoon when it was still quite busy but most visitors were in the shallow water close to shore so it was pretty easy to enjoy a bit of swimming further out and body-surf the occasional wave. There seemed to be a bit of voluntary segregation between the foreign visitors in skimpy bathers and the Sri Lankan day-trippers who were mostly fully clothed even while swimming, but there was no unpleasantness around this and some Sri Lankans in lycra bathers (and some who were fully-clothed) were swimming in the same area as the foreign visitors at the northern end of the beach. There was a surf life-saver patrolled area further south beyond the Pigeon Island boat launching area, that section of the beach and further south was very busy."
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1711,"Solna, Sweden",en_US,27,2018-08,2018-08-29T00:49:45-04:00,5,1,Pretty,"Nice beach with two good restaurants. Super slow service but amazing food!

Super nice water!

Only Wierd thing is that the locals swim on one side and tourist on another. Which is a good thing considering they are so loud and obnoxious

When we went in August it was not packed at all, very calm and beautiful"
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1712,"London, United Kingdom",en_US,1,2018-08,2018-08-24T19:47:09-04:00,4,0,Fantastic Beach closes 6pm,"Good beach, reasonably clean, ok for children till 6pm, beach football also good idea.

*Accommodation near Nilaveli Beach Trincomalee*

*Home Plus++*

Reasonably priced, 
2 houses
Each has 2 bedrooms and a large living room.
Halal food 
Near Masjid 
Parking facilities 
ETC
Contact:
077744267306
Mr Naseer"
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1713,"London, United Kingdom",en_UK,481,2018-08,2018-08-21T10:00:32-04:00,4,0,Gorgeous gorgeous  gorgeous ,"White sandy clean beach on shores of Indian Ocean
Lifeguards and safe swimming area
If youre female think about covering up as not a commercial beach - thongs and topless would not be OK
There's a cafe on beach. 
No showers. 
Not commercial yet."
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1714,"Norrtalje, Sweden",sv,37,2018-08,2018-08-18T09:22:27-04:00,5,1,Great beach ,The best beach in Sri Lanka. It has a lot of waves but the beach is awesome. Highly recommend. There is not much else to do in the area. 
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 475,"Oxfordshire, United Kingdom",en_US,407,2018-08,2018-08-16T08:24:18-04:00,5,0,Beach at its best,The ocean on this part of the East coast of SL is amazing to say the least the beach is gentle and the sand white.
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1715,"Salento, Italy",it_IT,12,2018-07,2018-08-13T06:40:31-04:00,4,1,too many tourist,we enjoyed the beach and its extension although the type of send impeed to have a crystal clear water. Most of the beach is full of boat offering boat rides and you stay to close you spend all the time breathing their engien gas. Some nice bars offer good service at the sun set.
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 747,"Winchester, United Kingdom",en_GB,186,2018-07,2018-08-12T07:45:40-04:00,4,0,Stunning,"A stunningly beautiful beach. Absolutely nothing on it. Pleased to see litter bins. There are a few hotels dotted along the beach, one would assume you could buy a drink or meal here. Its possible to get boats to Pigeon Island from the beach."
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1716,"St. Albans, United Kingdom",en_UK,17,2018-08,2018-08-12T05:58:07-04:00,4,1,Lovely tree lined beach,"We stayed at Oceanfront condos and enjoyed the beautiful Nilaveli beach. The water was lovely although there were a few jelly fish, but they did not seem to sting and it didn't stop us enjoying the beach."
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1717,"Vejle, Denmark",da,41,2018-07,2018-08-05T08:59:14-04:00,5,2,A very Nice beach,"We visited this lovely Beach in july 2018.
There are Hardy any people there and it is wonderfull. It is easy to get a boat to Pigion Island if you like that og to go on a dolphine/whale watch in the early morning.
The waves Can be Big, but it is still a Nice place for kids too. 
The water is clear and clean."
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1718,"Brno, Czech Republic",cs,3,2018-07,2018-07-31T23:42:37-04:00,4,0,beach,Nice wide beach. Usually bigger waves very good for fun and jumping. With view at the Pigeon Island. Possible boat taxi to the Pigeon Island.
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1719,"Georgetown, Canada",en_US,93,2018-07,2018-07-29T08:58:59-04:00,3,0,Decent beach. Not very busy.,Took a walk along this beach after diving Nilaveli. Beach was pretty empty. I was looking for somewhere to eat. Not many options. 
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1720,"Beirut, Lebanon",en_US,24,2018-06,2018-07-21T06:51:32-04:00,5,0,Greatbeach,"Clean beach, great to swim, relax and enjoy the sun. I would recommend for anyone passing by the east of Sri Lanka."
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1721,"Australia Plains, Australia",en_US,2,2018-05,2018-07-16T08:07:41-04:00,4,0,Beautiful beach,Beautiful clean beach.This beach is really perfect  Not too many people's hear. Evening is the best  time to get a sunbath hear.
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 37,"Amsterdam, The Netherlands",fi,132,2018-07,2018-07-01T07:07:19-04:00,3,0,Long beach,Have only some old resort near bech. Only resort restaurant to buy soft drinks. If you like to be alone mayby beach is good for your.
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1722,"Rockhampton, Australia",en_US,567,2018-06,2018-06-11T17:27:58-04:00,4,0,"Nice beach, shame about the rubbish","The beach here is quite good, but unfortunately there is a lot of plastic rubbish that washes up. Swimming is still good, and the sunrise over the ocean was good too. Try to pick up some rubbish while you walk the beach, every little bit helps. Most of the dogs on the beach are friendly, you may see the occasional herd of cattle too"
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1723,"Singapore, Singapore",en_US,159,2018-05,2018-06-02T23:13:32-04:00,5,1,Unbelievable!,"Absolutely brilliant beach. So quiet and tranquil. The beach is perfect to swim. Gentle waters with just the right waves. Not crowded. Some parts you can have it all to yourself. There are even fishes jumping ard the waves. That could delight or disturb you : )

In all my travels, i miss Nilaveli. I usualy never miss any beach location. Somehow i miss Nilaveli as i left. We prob made a connection. There is smth abt this place. Very romantic and blissfull. 

No touts, blaring beach pubs or restos etc. Just you, the beach and the waves!"
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1724,"London, United Kingdom",en_US,39,2018-05,2018-05-30T18:45:35-04:00,4,2,Amazing beach ,Untouched. White sandy beaches.  Smooth. No rubbish. Just you and nature. Also cows. Fisherman and a few stray dogs grace the beach. Not ruined at all. No one bothers you and no shops to ruin what nature intended. Sea is amazing. Clear blue. Warm and wonderful 
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1725,"Invercargill, New Zealand",en_US,102,2018-04,2018-05-29T21:34:05-04:00,3,0,A Place Where You Need To Look Past What Lies On Top To See The Beauty,"For what lies on top of the beach, this gorgeous white sand beach, an uncrowded beach where the swimming is safe and the water is clear.  What washes up is masses and masses of plastic pollution.  . Bless the staff at the various properties dotted along the beach that now seem responsible for cleaning this up and disposing of it.   "
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1726,"Basingstoke, United Kingdom",en_UK,8,2018-05,2018-05-29T02:32:13-04:00,4,0,Brilliant!,Me and my grandma walk this beach everyday and its a very relaxing place. There is life guard and two flags to swim in between for safety reasons which is brilliant. The lifeguards pick up the rubbish everyday at a walkable distance then get ready to support the locals and tourists that want to enjoy a swim. The sea is a warm temperature and everybody is full of joy here. Definitely would recommend 
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1727,"Millet, Canada",en_US,5,2018-05,2018-05-23T09:30:15-04:00,4,0,"Beautiful, quiet beach ","Really nice beach with clear, blue water that's great for swimming.  Very quiet though the season was just starting when I visited.  Just a few dive shops and accommodation options on the beach, with some restaurants on the side streets.   The marine runs many boats out to Pigeon Island or they can be arranged through hotels or dive shops. "
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1728,"Moscow, Russia",en_US,19,2018-05,2018-05-11T18:38:09-04:00,4,1,Off the beaten track beach in Sri Lanka,"If you made it to Sri Lanka it's worth considering coming here for 4-5 days beach time rather than the more advanced south... it's quite developed but do not expect much. Nethertheless you can find all a happy tourist needs: local excellent quality seafood, reasonably priced hotels (never pay > $50 per double room here, anything above is a tourist trap) and amazing sunrises on the beach + scuba diving, snorkeling, fishing or dolphins watching trips...
The only dissapointing thing was trash on the beach and lots of stray dogs. Would have been an amazing place without these 2!"
Nilaveli Beach,Nilaveli,"Nilaveli, Eastern Province",Beaches,User 1729,"Doha, Qatar",en_US,64,2018-04,2018-04-05T05:55:39-04:00,5,0,Hurry,"The last of the virgin white sand beaches. Pristine and made for indulging yourself with doing nothing. Tourists are yet to land here in hordes. Enjoy it now, another two years it will be like another commercial beach."
